Gene_name	Group	Species_name	GC_content	GC_Stretch
Il34	Mammalia	Cynocephalus_volans	61.59	 4.47272727272727
Il34	Mammalia	Phocoena_phocoena	61.16	 4.41071428571429
Il34	Mammalia	Muntiacus_reevesi	63.69	 4.35
Il34	Mammalia	Saccopteryx_bilineata	60.03	 4.1063829787234
Il34	Mammalia	Saccopteryx_leptura	61.30	 4.14285714285714
Il34	Mammalia	Pseudorca_crassidens	61.58	 4.51785714285714
Il34	Mammalia	Eschrichtius_robustus	62.29	 4.52727272727273
Il34	Mammalia	Capricornis_sumatraensis	62.84	 4.22950819672131
Il34	Mammalia	Petaurus_breviceps	54.17	 3.9
Il34	Mammalia	Eulemur_rufifrons	64.47	 4.35
Il34	Mammalia	Ovis_canadensis	63.12	 4.27868852459016
Il34	Mammalia	Dipodomys_merriami	59.26	 4.11538461538461
Il34	Mammalia	Myotis_yumanensis	65.14	 4.63333333333333
LAPTM5	Mammalia	Homo_sapiens	55.64	 4.06818181818182
LAPTM5	Mammalia	Mus_musculus	54.20	 4.23076923076923
LAPTM5	Mammalia	Rattus_norvegicus	53.56	 3.95238095238095
LAPTM5	Mammalia	Pan_troglodytes	52.36	 3.72549019607843
LAPTM5	Mammalia	Canis_lupus	56.69	 4.15217391304348
LAPTM5	Mammalia	Bos_taurus	56.10	 4.38095238095238
LAPTM5	Mammalia	Macaca_mulatta	55.39	 3.91304347826087
LAPTM5	Mammalia	Monodelphis_domestica	50.45	 3.76923076923077
LAPTM5	Mammalia	Equus_caballus	58.27	 4.03846153846154
LAPTM5	Mammalia	Ornithorhynchus_anatinus	60.45	 4.19047619047619
LAPTM5	Mammalia	Pongo_abelii	56.40	 4.17021276595745
LAPTM5	Mammalia	Oryctolagus_cuniculus	60.08	 4.33962264150943
LAPTM5	Mammalia	Callithrix_jacchus	57.54	 4.1
LAPTM5	Mammalia	Ailuropoda_melanoleuca	57.45	 3.96
LAPTM5	Mammalia	Nomascus_leucogenys	56.40	 4.16666666666667
LAPTM5	Mammalia	Sus_scrofa	55.60	 4.06818181818182
LAPTM5	Mammalia	Loxodonta_africana	55.51	 3.80434782608696
LAPTM5	Mammalia	Cavia_porcellus	57.67	 4.04081632653061
LAPTM5	Mammalia	Cricetulus_griseus	61.58	 4.91836734693878
LAPTM5	Mammalia	Sarcophilus_harrisii	47.51	 3.54545454545455
LAPTM5	Mammalia	Otolemur_garnettii	55.18	 4.21428571428571
LAPTM5	Mammalia	Pan_paniscus	55.13	 4.06976744186047
LAPTM5	Mammalia	Papio_anubis	55.26	 3.95555555555556
LAPTM5	Mammalia	Saimiri_boliviensis	57.92	 4.04081632653061
LAPTM5	Mammalia	Felis_catus	57.70	 4.16
LAPTM5	Mammalia	Ovis_aries	56.60	 4.4
LAPTM5	Mammalia	Gorilla_gorilla	53.15	 3.77358490566038
LAPTM5	Mammalia	Orcinus_orca	56.10	 4.5609756097561
LAPTM5	Mammalia	Tursiops_truncatus	56.48	 4.81578947368421
LAPTM5	Mammalia	Trichechus_manatus	55.01	 3.88636363636364
LAPTM5	Mammalia	Odobenus_rosmarus	55.68	 4.04444444444444
LAPTM5	Mammalia	Ceratotherium_simum	56.36	 4.04
LAPTM5	Mammalia	Dasypus_novemcinctus	58.81	 4.40816326530612
LAPTM5	Mammalia	Ochotona_princeps	56.36	 4.17391304347826
LAPTM5	Mammalia	Sorex_araneus	57.38	 4.06122448979592
LAPTM5	Mammalia	Octodon_degus	57.16	 4.0625
LAPTM5	Mammalia	Jaculus_jaculus	56.02	 3.94
LAPTM5	Mammalia	Condylura_cristata	56.44	 4.53846153846154
LAPTM5	Mammalia	Echinops_telfairi	56.40	 3.97826086956522
LAPTM5	Mammalia	Mustela_putorius	56.19	 4.06976744186047
LAPTM5	Mammalia	Heterocephalus_glaber	57.92	 4.34042553191489
LAPTM5	Mammalia	Mesocricetus_auratus	53.49	 4.20512820512821
LAPTM5	Mammalia	Macaca_fascicularis	55.39	 3.91304347826087
LAPTM5	Mammalia	Ictidomys_tridecemlineatus	63.47	 4.47540983606557
LAPTM5	Mammalia	Microtus_ochrogaster	55.26	 3.97826086956522
LAPTM5	Mammalia	Chinchilla_lanigera	59.19	 4.24
LAPTM5	Mammalia	Capra_hircus	56.23	 4.41025641025641
LAPTM5	Mammalia	Myotis_brandtii	58.95	 3.95945945945946
LAPTM5	Mammalia	Bos_mutus	56.48	 4.38095238095238
LAPTM5	Mammalia	Bubalus_bubalis	56.35	 4.38095238095238
LAPTM5	Mammalia	Myotis_lucifugus	57.38	 4.08
LAPTM5	Mammalia	Tupaia_chinensis	62.74	 4.54098360655738
LAPTM5	Mammalia	Camelus_ferus	56.35	 4.17021276595745
LAPTM5	Mammalia	Vicugna_pacos	56.10	 4.04166666666667
LAPTM5	Mammalia	Leptonychotes_weddellii	56.69	 4.17391304347826
LAPTM5	Mammalia	Myotis_davidii	58.81	 3.96052631578947
LAPTM5	Mammalia	Chrysochloris_asiatica	53.87	 3.97368421052632
LAPTM5	Mammalia	Elephantulus_edwardii	54.37	 3.86363636363636
LAPTM5	Mammalia	Pteropus_alecto	55.18	 4.04545454545455
LAPTM5	Mammalia	Peromyscus_maniculatus	55.89	 4.27272727272727
LAPTM5	Mammalia	Panthera_tigris	57.45	 4.03846153846154
LAPTM5	Mammalia	Physeter_macrocephalus	55.22	 4.66666666666667
LAPTM5	Mammalia	Balaenoptera_acutorostrata	55.47	 4.7027027027027
LAPTM5	Mammalia	Lipotes_vexillifer	55.72	 4.65789473684211
LAPTM5	Mammalia	Erinaceus_europaeus	54.71	 3.82222222222222
LAPTM5	Mammalia	Orycteropus_afer	54.50	 3.91111111111111
LAPTM5	Mammalia	Chlorocebus_sabaeus	54.50	 3.86666666666667
LAPTM5	Mammalia	Carlito_syrichta	57.38	 4.04166666666667
LAPTM5	Mammalia	Eptesicus_fuscus	56.62	 3.88888888888889
LAPTM5	Mammalia	Equus_przewalskii	58.27	 4.03846153846154
LAPTM5	Mammalia	Galeopterus_variegatus	56.40	 4.14285714285714
LAPTM5	Mammalia	Ursus_maritimus	58.08	 4.1
LAPTM5	Mammalia	Nannospalax_galili	55.13	 3.95555555555556
LAPTM5	Mammalia	Rhinopithecus_roxellana	55.77	 3.91489361702128
LAPTM5	Mammalia	Fukomys_damarensis	58.43	 4.23404255319149
LAPTM5	Mammalia	Bison_bison	56.35	 4.38095238095238
LAPTM5	Mammalia	Camelus_bactrianus	56.23	 4.19565217391304
LAPTM5	Mammalia	Camelus_dromedarius	56.35	 4.125
LAPTM5	Mammalia	Pteropus_vampyrus	55.13	 3.92727272727273
LAPTM5	Mammalia	Macaca_nemestrina	55.26	 3.89130434782609
LAPTM5	Mammalia	Colobus_angolensis	54.88	 3.88636363636364
LAPTM5	Mammalia	Mandrillus_leucophaeus	55.26	 3.8695652173913
LAPTM5	Mammalia	Cercocebus_atys	55.51	 3.95652173913043
LAPTM5	Mammalia	Aotus_nancymaae	57.67	 4.08
LAPTM5	Mammalia	Propithecus_coquereli	58.30	 4.19565217391304
LAPTM5	Mammalia	Microcebus_murinus	58.68	 4.40425531914894
LAPTM5	Mammalia	Dipodomys_ordii	54.75	 4.11111111111111
LAPTM5	Mammalia	Equus_asinus	58.14	 4.09803921568627
LAPTM5	Mammalia	Acinonyx_jubatus	57.07	 4.125
LAPTM5	Mammalia	Marmota_marmota	61.09	 4.6530612244898
LAPTM5	Mammalia	Rousettus_aegyptiacus	54.67	 3.80434782608696
LAPTM5	Mammalia	Miniopterus_natalensis	55.79	 3.69811320754717
LAPTM5	Mammalia	Cebus_imitator	57.54	 4.08333333333333
LAPTM5	Mammalia	Manis_javanica	56.06	 4.04444444444444
LAPTM5	Mammalia	Rhinopithecus_bieti	55.64	 3.91489361702128
LAPTM5	Mammalia	Panthera_pardus	57.58	 4.09615384615385
LAPTM5	Mammalia	Hipposideros_armiger	55.09	 4.02325581395349
LAPTM5	Mammalia	Bos_indicus	56.10	 4.38095238095238
LAPTM5	Mammalia	Castor_canadensis	56.27	 4.32558139534884
LAPTM5	Mammalia	Odocoileus_virginianus	56.86	 4.74358974358974
LAPTM5	Mammalia	Phascolarctos_cinereus	49.68	 3.92105263157895
LAPTM5	Mammalia	Mus_caroli	53.79	 4.21052631578947
LAPTM5	Mammalia	Mus_pahari	53.31	 4
LAPTM5	Mammalia	Meriones_unguiculatus	54.33	 4.15384615384615
LAPTM5	Mammalia	Neomonachus_schauinslandi	56.82	 4.26666666666667
LAPTM5	Mammalia	Enhydra_lutris	55.43	 4.09756097560976
LAPTM5	Mammalia	Delphinapterus_leucas	55.60	 4.525
LAPTM5	Mammalia	Piliocolobus_tephrosceles	55.39	 3.91304347826087
LAPTM5	Mammalia	Desmodus_rotundus	55.98	 3.75
LAPTM5	Mammalia	Neophocaena_asiaeorientalis	55.60	 4.5
LAPTM5	Mammalia	Theropithecus_gelada	55.51	 3.91489361702128
LAPTM5	Mammalia	Callorhinus_ursinus	55.93	 3.97777777777778
LAPTM5	Mammalia	Puma_concolor	57.20	 4.14285714285714
LAPTM5	Mammalia	Vulpes_vulpes	56.69	 4.1304347826087
LAPTM5	Mammalia	Ursus_arctos	57.95	 4.12244897959184
LAPTM5	Mammalia	Sagmatias_obliquidens	56.48	 4.54761904761905
LAPTM5	Mammalia	Zalophus_californianus	55.81	 3.80434782608696
LAPTM5	Mammalia	Vombatus_ursinus	49.81	 4.13157894736842
LAPTM5	Mammalia	Marmota_flaviventris	60.98	 4.49122807017544
LAPTM5	Mammalia	Eumetopias_jubatus	55.68	 3.80434782608696
LAPTM5	Mammalia	Phyllostomus_discolor	56.74	 3.97959183673469
LAPTM5	Mammalia	Grammomys_surdaster	54.83	 4.075
LAPTM5	Mammalia	Peromyscus_leucopus	56.02	 4.34883720930233
LAPTM5	Mammalia	Monodon_monoceros	55.47	 4.6
LAPTM5	Mammalia	Suricata_suricatta	57.95	 4.38775510204082
LAPTM5	Mammalia	Lynx_canadensis	56.94	 4.08
LAPTM5	Mammalia	Globicephala_melas	55.85	 4.56410256410256
LAPTM5	Mammalia	Mastomys_coucha	53.05	 4.42857142857143
LAPTM5	Mammalia	Hylobates_moloch	55.77	 4.1063829787234
LAPTM5	Mammalia	Sapajus_apella	58.05	 4.0377358490566
LAPTM5	Mammalia	Mustela_erminea	56.06	 4.09090909090909
LAPTM5	Mammalia	Phoca_vitulina	56.57	 4.40476190476191
LAPTM5	Mammalia	Phocoena_sinus	55.60	 4.55
LAPTM5	Mammalia	Lontra_canadensis	56.31	 4.09523809523809
LAPTM5	Mammalia	Rattus_rattus	53.94	 3.93023255813953
LAPTM5	Mammalia	Rhinolophus_ferrumequinum	55.60	 3.91489361702128
LAPTM5	Mammalia	Trachypithecus_francoisi	55.89	 3.89583333333333
LAPTM5	Mammalia	Arvicanthis_niloticus	54.33	 4.33333333333333
LAPTM5	Mammalia	Mirounga_leonina	56.94	 4.28888888888889
LAPTM5	Mammalia	Halichoerus_grypus	56.57	 4.15555555555556
LAPTM5	Mammalia	Onychomys_torridus	54.25	 4.09523809523809
LAPTM5	Mammalia	Molossus_molossus	56.70	 3.72413793103448
LAPTM5	Mammalia	Myotis_myotis	58.61	 3.97222222222222
LAPTM5	Mammalia	Pipistrellus_kuhlii	58.14	 4.06
LAPTM5	Mammalia	Trichosurus_vulpecula	50.13	 4.02777777777778
LAPTM5	Mammalia	Balaenoptera_musculus	55.60	 4.77777777777778
LAPTM5	Mammalia	Manis_pentadactyla	56.19	 4.18181818181818
LAPTM5	Mammalia	Sturnira_hondurensis	56.23	 4
LAPTM5	Mammalia	Artibeus_jamaicensis	55.85	 3.93617021276596
LAPTM5	Mammalia	Talpa_occidentalis	55.68	 4
LAPTM5	Mammalia	Choloepus_didactylus	56.40	 4.28888888888889
LAPTM5	Mammalia	Arvicola_amphibius	55.01	 3.97826086956522
LAPTM5	Mammalia	Tachyglossus_aculeatus	61.07	 4.31666666666667
LAPTM5	Mammalia	Hyaena_hyaena	58.96	 4.44
LAPTM5	Mammalia	Oryx_dammah	55.18	 3.88571428571429
LAPTM5	Mammalia	Puma_yagouaroundi	63.55	 4.62790697674419
LAPTM5	Mammalia	Ochotona_curzoniae	56.11	 4.29545454545455
LAPTM5	Mammalia	Microtus_oregoni	55.39	 3.87234042553191
LAPTM5	Mammalia	Vulpes_lagopus	56.57	 4.02127659574468
LAPTM5	Mammalia	Dipodomys_spectabilis	55.01	 4.18181818181818
LAPTM5	Mammalia	Panthera_leo	57.07	 4.14
LAPTM5	Mammalia	Cervus_canadensis	56.35	 4.55
LAPTM5	Mammalia	Prionailurus_bengalensis	57.45	 4.18
LAPTM5	Mammalia	Cervus_elaphus	56.10	 4.525
LAPTM5	Mammalia	Dromiciops_gliroides	50.19	 3.86486486486486
LAPTM5	Mammalia	Neogale_vison	55.30	 3.75555555555556
LAPTM5	Mammalia	Gracilinanus_agilis	47.43	 3.92307692307692
LAPTM5	Mammalia	Leopardus_geoffroyi	57.20	 4.16
LAPTM5	Mammalia	Lemur_catta	57.41	 4.27906976744186
LAPTM5	Mammalia	Ursus_americanus	57.95	 4.12244897959184
LAPTM5	Mammalia	Phyllostomus_hastatus	57.00	 4
LAPTM5	Mammalia	Mirounga_angustirostris	56.69	 4.24444444444444
LAPTM5	Mammalia	Meles_meles	56.06	 4.09302325581395
LAPTM5	Mammalia	Marmota_monax	60.98	 4.39655172413793
LAPTM5	Mammalia	Equus_quagga	58.27	 4.13725490196078
LAPTM5	Mammalia	Lynx_rufus	57.07	 4.05882352941176
LAPTM5	Mammalia	Sciurus_carolinensis	63.36	 4.49090909090909
LAPTM5	Mammalia	Lutra_lutra	55.93	 4
LAPTM5	Mammalia	Phacochoerus_africanus	55.47	 3.91111111111111
LAPTM5	Mammalia	Prionailurus_viverrinus	57.58	 4.20408163265306
LAPTM5	Mammalia	Perognathus_longimembris	54.63	 3.93617021276596
LAPTM5	Mammalia	Myodes_glareolus	54.12	 3.88095238095238
LAPTM5	Mammalia	Panthera_uncia	57.20	 4
LAPTM5	Mammalia	Suncus_etruscus	48.19	 3.43333333333333
LAPTM5	Mammalia	Elephas_maximus	55.51	 3.90909090909091
LAPTM5	Mammalia	Alexandromys_fortis	55.77	 4.13636363636364
LAPTM5	Mammalia	Macaca_thibetana	55.26	 3.91304347826087
LAPTM5	Mammalia	Acomys_russatus	53.56	 4.14634146341463
LAPTM5	Mammalia	Phodopus_roborovskii	54.12	 4.07317073170732
LAPTM5	Mammalia	Antechinus_flavipes	48.28	 3.6
LAPTM5	Mammalia	Apodemus_sylvaticus	55.60	 4.46153846153846
LAPTM5	Mammalia	Budorcas_taxicolor	56.86	 4.425
LAPTM5	Mammalia	Peromyscus_californicus	54.88	 4.15
LAPTM5	Mammalia	Nycticebus_coucang	54.55	 4.15789473684211
LAPTM5	Mammalia	Pongo_pygmaeus	56.53	 4.20833333333333
LAPTM5	Mammalia	Pteronotus_mesoamericanus	54.33	 3.67391304347826
LAPTM5	Mammalia	Symphalangus_syndactylus	55.89	 4.1304347826087
LAPTM5	Mammalia	Nyctereutes_procyonoides	56.57	 4.1304347826087
LAPTM5	Mammalia	Moschus_berezovskii	55.97	 4.43181818181818
LAPTM5	Mammalia	Bubalus_kerabau	56.60	 4.40476190476191
LAPTM5	Mammalia	Psammomys_obesus	53.69	 4.10810810810811
LAPTM5	Mammalia	Sorex_fumeus	57.89	 4.29787234042553
LAPTM5	Mammalia	Hippopotamus_amphibius	56.60	 4.76923076923077
LAPTM5	Mammalia	Chionomys_nivalis	55.26	 4.15555555555556
LAPTM5	Mammalia	Diceros_bicornis	57.92	 4.22448979591837
LAPTM5	Mammalia	Neofelis_nebulosa	57.58	 4.16
LAPTM5	Mammalia	Kogia_breviceps	55.47	 4.58974358974359
LAPTM5	Mammalia	Mustela_lutreola	56.44	 4.06818181818182
LAPTM5	Mammalia	Peromyscus_eremicus	55.26	 4.13953488372093
LAPTM5	Mammalia	Mustela_nigripes	55.81	 4.02325581395349
LAPTM5	Mammalia	Myotis_daubentonii	57.03	 4.10869565217391
LAPTM5	Mammalia	Balaenoptera_ricei	55.22	 4.72222222222222
LAPTM5	Mammalia	Delphinus_delphis	56.60	 4.725
LAPTM5	Mammalia	Mesoplodon_densirostris	55.81	 4.29268292682927
LAPTM5	Mammalia	Lagenorhynchus_albirostris	55.97	 4.51219512195122
LAPTM5	Mammalia	Panthera_onca	57.58	 4.09615384615385
LAPTM5	Mammalia	Dama_dama	56.23	 4.65789473684211
LAPTM5	Mammalia	Eubalaena_glacialis	55.60	 4.67567567567568
LAPTM5	Mammalia	Bos_javanicus	56.35	 4.38095238095238
LAPTM5	Mammalia	Lepus_europaeus	60.84	 4.45454545454545
LAPTM5	Mammalia	Cynocephalus_volans	56.91	 4.02173913043478
LAPTM5	Mammalia	Phocoena_phocoena	55.30	 4.46153846153846
LAPTM5	Mammalia	Muntiacus_reevesi	55.35	 4.5
LAPTM5	Mammalia	Saccopteryx_bilineata	56.11	 3.77083333333333
LAPTM5	Mammalia	Saccopteryx_leptura	56.23	 3.89583333333333
LAPTM5	Mammalia	Pseudorca_crassidens	55.97	 4.575
LAPTM5	Mammalia	Eschrichtius_robustus	55.60	 4.67567567567568
LAPTM5	Mammalia	Capricornis_sumatraensis	56.86	 4.46153846153846
LAPTM5	Mammalia	Petaurus_breviceps	50.70	 3.97222222222222
LAPTM5	Mammalia	Eulemur_rufifrons	58.17	 4.45454545454545
LAPTM5	Mammalia	Ovis_canadensis	56.73	 4.41463414634146
LAPTM5	Mammalia	Dipodomys_merriami	55.13	 4.20454545454545
LAPTM5	Mammalia	Myotis_yumanensis	57.25	 4.12
STAP1	Mammalia	Homo_sapiens	41.55	 3.57142857142857
STAP1	Mammalia	Mus_musculus	44.07	 3.75
STAP1	Mammalia	Rattus_norvegicus	43.74	 3.79310344827586
STAP1	Mammalia	Pan_troglodytes	41.22	 3.55555555555556
STAP1	Mammalia	Canis_lupus	43.32	 3.75
STAP1	Mammalia	Bos_taurus	41.30	 3.51612903225806
STAP1	Mammalia	Macaca_mulatta	41.22	 3.55555555555556
STAP1	Mammalia	Monodelphis_domestica	41.89	 3.5625
STAP1	Mammalia	Equus_caballus	40.83	 3.85185185185185
STAP1	Mammalia	Ornithorhynchus_anatinus	57.71	 4.46478873239437
STAP1	Mammalia	Oryctolagus_cuniculus	42.84	 3.79310344827586
STAP1	Mammalia	Callithrix_jacchus	41.22	 3.68
STAP1	Mammalia	Pongo_abelii	41.49	 3.74074074074074
STAP1	Mammalia	Ailuropoda_melanoleuca	41.38	 3.61538461538462
STAP1	Mammalia	Sus_scrofa	41.95	 3.77777777777778
STAP1	Mammalia	Nomascus_leucogenys	41.23	 3.52631578947368
STAP1	Mammalia	Loxodonta_africana	39.82	 3.76
STAP1	Mammalia	Cavia_porcellus	44.14	 3.80555555555556
STAP1	Mammalia	Cricetulus_griseus	42.87	 3.63333333333333
STAP1	Mammalia	Sarcophilus_harrisii	42.93	 3.89655172413793
STAP1	Mammalia	Otolemur_garnettii	41.98	 3.5
STAP1	Mammalia	Pan_paniscus	41.33	 3.55555555555556
STAP1	Mammalia	Papio_anubis	41.33	 3.60714285714286
STAP1	Mammalia	Saimiri_boliviensis	41.22	 3.62962962962963
STAP1	Mammalia	Felis_catus	42.22	 3.5
STAP1	Mammalia	Ovis_aries	41.06	 3.53333333333333
STAP1	Mammalia	Gorilla_gorilla	41.33	 3.51724137931034
STAP1	Mammalia	Tursiops_truncatus	40.05	 3.30769230769231
STAP1	Mammalia	Trichechus_manatus	41.75	 3.60606060606061
STAP1	Mammalia	Odobenus_rosmarus	42.83	 3.82142857142857
STAP1	Mammalia	Ceratotherium_simum	40.16	 3.3448275862069
STAP1	Mammalia	Dasypus_novemcinctus	40.49	 3.91304347826087
STAP1	Mammalia	Ochotona_princeps	43.74	 3.76666666666667
STAP1	Mammalia	Sorex_araneus	39.90	 3.39285714285714
STAP1	Mammalia	Octodon_degus	40.86	 3.75
STAP1	Mammalia	Jaculus_jaculus	45.53	 4.05405405405405
STAP1	Mammalia	Condylura_cristata	39.35	 3.57894736842105
STAP1	Mammalia	Echinops_telfairi	41.97	 3.90322580645161
STAP1	Mammalia	Mustela_putorius	43.06	 3.81481481481481
STAP1	Mammalia	Heterocephalus_glaber	40.04	 3.58333333333333
STAP1	Mammalia	Ictidomys_tridecemlineatus	40.72	 3.58333333333333
STAP1	Mammalia	Microtus_ochrogaster	45.86	 3.85
STAP1	Mammalia	Chinchilla_lanigera	41.28	 3.48148148148148
STAP1	Mammalia	Macaca_fascicularis	41.22	 3.55555555555556
STAP1	Mammalia	Capra_hircus	40.95	 3.55172413793103
STAP1	Mammalia	Myotis_brandtii	41.16	 3.62068965517241
STAP1	Mammalia	Bos_mutus	41.06	 3.58620689655172
STAP1	Mammalia	Bubalus_bubalis	41.18	 3.60714285714286
STAP1	Mammalia	Myotis_lucifugus	41.16	 3.64285714285714
STAP1	Mammalia	Tupaia_chinensis	41.14	 3.58620689655172
STAP1	Mammalia	Camelus_ferus	41.05	 3.625
STAP1	Mammalia	Vicugna_pacos	41.16	 3.5
STAP1	Mammalia	Leptonychotes_weddellii	40.84	 3.48387096774194
STAP1	Mammalia	Myotis_davidii	41.05	 3.60714285714286
STAP1	Mammalia	Chrysochloris_asiatica	40.27	 3.5
STAP1	Mammalia	Elephantulus_edwardii	39.84	 3.5
STAP1	Mammalia	Pteropus_alecto	39.66	 3.63636363636364
STAP1	Mammalia	Peromyscus_maniculatus	43.29	 3.83870967741935
STAP1	Mammalia	Panthera_tigris	42.11	 3.66666666666667
STAP1	Mammalia	Physeter_macrocephalus	41.61	 3.58064516129032
STAP1	Mammalia	Balaenoptera_acutorostrata	41.72	 3.625
STAP1	Mammalia	Erinaceus_europaeus	40.69	 3.48275862068966
STAP1	Mammalia	Orycteropus_afer	39.79	 3.54545454545455
STAP1	Mammalia	Chlorocebus_sabaeus	40.99	 3.59259259259259
STAP1	Mammalia	Carlito_syrichta	41.84	 3.61538461538462
STAP1	Mammalia	Eptesicus_fuscus	40.02	 3.625
STAP1	Mammalia	Equus_przewalskii	40.72	 3.74074074074074
STAP1	Mammalia	Galeopterus_variegatus	40.83	 3.53846153846154
STAP1	Mammalia	Ursus_maritimus	41.27	 3.68
STAP1	Mammalia	Nannospalax_galili	41.03	 3.46428571428571
STAP1	Mammalia	Rhinopithecus_roxellana	42.00	 3.66666666666667
STAP1	Mammalia	Fukomys_damarensis	41.03	 3.75
STAP1	Mammalia	Bison_bison	39.56	 3.53571428571429
STAP1	Mammalia	Camelus_bactrianus	41.05	 3.625
STAP1	Mammalia	Camelus_dromedarius	41.05	 3.72
STAP1	Mammalia	Pteropus_vampyrus	39.66	 3.63636363636364
STAP1	Mammalia	Macaca_nemestrina	41.33	 3.55555555555556
STAP1	Mammalia	Colobus_angolensis	42.23	 3.5
STAP1	Mammalia	Mandrillus_leucophaeus	41.41	 3.56666666666667
STAP1	Mammalia	Cercocebus_atys	41.33	 3.60714285714286
STAP1	Mammalia	Aotus_nancymaae	41.44	 3.57692307692308
STAP1	Mammalia	Propithecus_coquereli	40.25	 3.29411764705882
STAP1	Mammalia	Microcebus_murinus	43.62	 3.85294117647059
STAP1	Mammalia	Dipodomys_ordii	40.16	 3.625
STAP1	Mammalia	Equus_asinus	41.16	 3.72413793103448
STAP1	Mammalia	Acinonyx_jubatus	42.11	 3.55555555555556
STAP1	Mammalia	Marmota_marmota	40.49	 3.58333333333333
STAP1	Mammalia	Rousettus_aegyptiacus	40.39	 3.59259259259259
STAP1	Mammalia	Miniopterus_natalensis	43.32	 3.96774193548387
STAP1	Mammalia	Cebus_imitator	41.22	 3.76
STAP1	Mammalia	Manis_javanica	40.35	 3.66666666666667
STAP1	Mammalia	Rhinopithecus_bieti	42.00	 3.66666666666667
STAP1	Mammalia	Panthera_pardus	41.87	 3.64
STAP1	Mammalia	Bos_indicus	41.30	 3.51612903225806
STAP1	Mammalia	Castor_canadensis	39.71	 3.45454545454545
STAP1	Mammalia	Odocoileus_virginianus	41.41	 3.54838709677419
STAP1	Mammalia	Phascolarctos_cinereus	43.33	 3.6969696969697
STAP1	Mammalia	Mus_caroli	43.51	 3.6875
STAP1	Mammalia	Mus_pahari	43.40	 3.71875
STAP1	Mammalia	Mesocricetus_auratus	43.95	 3.9
STAP1	Mammalia	Meriones_unguiculatus	43.52	 3.5
STAP1	Mammalia	Neomonachus_schauinslandi	41.02	 3.45161290322581
STAP1	Mammalia	Enhydra_lutris	41.78	 3.56
STAP1	Mammalia	Delphinapterus_leucas	44.51	 4.3
STAP1	Mammalia	Piliocolobus_tephrosceles	41.55	 3.60714285714286
STAP1	Mammalia	Desmodus_rotundus	41.29	 3.46428571428571
STAP1	Mammalia	Neophocaena_asiaeorientalis	44.71	 4.33333333333333
STAP1	Mammalia	Theropithecus_gelada	41.10	 3.60714285714286
STAP1	Mammalia	Callorhinus_ursinus	40.93	 3.70833333333333
STAP1	Mammalia	Puma_concolor	42.26	 3.625
STAP1	Mammalia	Vulpes_vulpes	41.54	 3.87096774193548
STAP1	Mammalia	Urocitellus_parryii	40.65	 3.625
STAP1	Mammalia	Ursus_arctos	41.38	 3.65384615384615
STAP1	Mammalia	Zalophus_californianus	40.59	 3.66666666666667
STAP1	Mammalia	Vombatus_ursinus	43.60	 3.74285714285714
STAP1	Mammalia	Marmota_flaviventris	40.91	 3.53571428571429
STAP1	Mammalia	Eumetopias_jubatus	40.36	 3.625
STAP1	Mammalia	Phyllostomus_discolor	40.95	 3.55555555555556
STAP1	Mammalia	Grammomys_surdaster	43.51	 3.68965517241379
STAP1	Mammalia	Peromyscus_leucopus	43.51	 3.93548387096774
STAP1	Mammalia	Monodon_monoceros	40.09	 3.30769230769231
STAP1	Mammalia	Suricata_suricatta	41.38	 3.58620689655172
STAP1	Mammalia	Lynx_canadensis	42.11	 3.53333333333333
STAP1	Mammalia	Globicephala_melas	40.52	 3.28571428571429
STAP1	Mammalia	Mastomys_coucha	43.40	 3.86666666666667
STAP1	Mammalia	Hylobates_moloch	41.20	 3.60714285714286
STAP1	Mammalia	Sapajus_apella	41.10	 3.68
STAP1	Mammalia	Mustela_erminea	42.59	 3.8
STAP1	Mammalia	Phoca_vitulina	41.35	 3.57692307692308
STAP1	Mammalia	Phocoena_sinus	42.64	 3.47058823529412
STAP1	Mammalia	Lontra_canadensis	42.01	 3.64
STAP1	Mammalia	Rattus_rattus	43.96	 3.83870967741935
STAP1	Mammalia	Rhinolophus_ferrumequinum	41.51	 3.77777777777778
STAP1	Mammalia	Trachypithecus_francoisi	41.67	 3.56666666666667
STAP1	Mammalia	Arvicanthis_niloticus	43.51	 3.76
STAP1	Mammalia	Mirounga_leonina	40.61	 3.53846153846154
STAP1	Mammalia	Halichoerus_grypus	41.41	 3.53846153846154
STAP1	Mammalia	Onychomys_torridus	42.84	 3.625
STAP1	Mammalia	Molossus_molossus	40.02	 3.45454545454545
STAP1	Mammalia	Myotis_myotis	40.72	 3.65384615384615
STAP1	Mammalia	Pipistrellus_kuhlii	41.28	 3.60714285714286
STAP1	Mammalia	Manis_pentadactyla	40.12	 3.73913043478261
STAP1	Mammalia	Sturnira_hondurensis	41.18	 3.70833333333333
STAP1	Mammalia	Artibeus_jamaicensis	41.75	 3.55555555555556
STAP1	Mammalia	Talpa_occidentalis	39.00	 3.25
STAP1	Mammalia	Choloepus_didactylus	41.59	 3.53333333333333
STAP1	Mammalia	Arvicola_amphibius	45.75	 3.69047619047619
STAP1	Mammalia	Tachyglossus_aculeatus	54.10	 3.98461538461538
STAP1	Mammalia	Hyaena_hyaena	41.27	 3.66666666666667
STAP1	Mammalia	Oryx_dammah	41.23	 3.43333333333333
STAP1	Mammalia	Puma_yagouaroundi	42.47	 3.64705882352941
